Date,Total_outages,Equipment,Trees,Animals,Lightning,Others,Day_length_hr,Max_temp_F,Avg_Temp_F,Min_temp_F,Max_humidity_percent,Avg_humidity_percent,Min_humidity_percent,Max_visibility_mi,Avg_visibility_mi,Min_visibility_mi,Max_windspeed_mph,Avg_windspeed_mph,Max_windgust_mph,Precipitation_in,Events,Event_fog,Event_rain,Event_snow,Event_thunderstorm,Event_Hail
10/13/14,0,0,0,0,0,0,10.967,70,60,50,96,72,47,10,9,4,18,7,26,0,,0,0,0,0,0
10/14/14,1,0,1,0,0,0,10.911,62,58,53,93,81,69,10,9,3,13,5,16,0.16,Rain,0,1,0,0,0
10/15/14,2,0,2,0,0,0,10.856,61,57,53,93,82,71,10,10,5,23,11,28,0,Rain,0,1,0,0,0
10/16/14,0,0,0,0,0,0,10.8,69,61,52,77,57,37,10,10,10,17,7,23,0.01,Rain,0,1,0,0,0
10/17/14,1,0,0,1,0,0,10.745,62,58,53,86,65,43,10,10,6,17,7,21,0.61,Rain,0,1,0,0,0
10/18/14,1,0,0,1,0,0,10.69,67,62,57,100,89,78,10,8,1,12,4,23,0,,0,0,0,0,0
10/19/14,1,1,0,0,0,0,10.635,72,64,55,93,75,57,10,10,10,20,7,24,0,,0,0,0,0,0
10/20/14,1,1,0,0,0,0,10.58,61,58,54,93,85,77,10,9,3,15,7,40,0,,0,0,0,0,0
10/21/14,1,1,0,0,0,0,10.526,61,57,53,86,72,57,10,10,10,18,11,23,0,,0,0,0,0,0
10/22/14,0,0,0,0,0,0,10.472,60,57,53,100,78,55,10,8,1,18,11,28,0,,0,0,0,0,0
10/23/14,0,0,0,0,0,0,10.418,58,53,47,93,83,72,10,10,3,23,10,32,0,,0,0,0,0,0
10/24/14,0,0,0,0,0,0,10.364,58,53,48,93,80,66,10,10,9,14,7,30,0,,0,0,0,0,0
10/25/14,30,0,30,0,0,0,10.311,62,55,47,93,81,69,10,10,6,37,12,49,0,,0,0,0,0,0
10/26/14,12,3,8,0,0,1,10.257,55,51,46,93,82,71,10,10,7,22,11,28,0,,0,0,0,0,0
10/27/14,3,0,2,0,0,1,10.204,60,52,44,93,73,53,10,10,10,17,5,29,0,,0,0,0,0,0
10/28/14,3,0,2,0,0,1,10.152,59,54,49,93,82,71,10,8,2,17,9,23,0,,0,0,0,0,0
10/29/14,0,0,0,0,0,0,10.099,62,58,53,93,79,64,10,10,8,17,7,22,0,,0,0,0,0,0
10/30/14,2,2,0,0,0,0,10.048,60,56,52,93,80,67,10,9,3,16,7,21,0,,0,0,0,0,0
10/31/14,2,0,1,1,0,0,9.996,55,51,47,100,89,77,10,8,0,21,5,38,0,,0,0,0,0,0
11/1/14,0,0,0,0,0,0,9.945,52,49,45,100,86,71,10,6,0,31,3,32,0,,0,0,0,0,0
11/2/14,1,1,0,0,0,0,9.894,56,51,45,93,83,72,10,9,2,13,7,16,0,,0,0,0,0,0
11/3/14,2,1,1,0,0,0,9.844,57,55,52,96,90,83,10,8,1,20,11,25,0,,0,0,0,0,0
11/4/14,0,0,0,0,0,0,9.794,58,55,51,93,85,77,10,8,3,21,7,29,0.1,Rain,0,1,0,0,0
11/5/14,2,2,0,0,0,0,9.745,59,55,51,96,84,72,10,10,4,10,5,13,0.66,Rain,0,1,0,0,0
11/6/14,5,3,2,0,0,0,9.696,62,57,51,100,85,69,10,10,5,33,15,43,0,,0,0,0,0,0
11/7/14,0,0,0,0,0,0,9.647,58,52,45,93,75,57,10,10,10,10,5,17,0,,0,0,0,0,0
11/8/14,0,0,0,0,0,0,9.599,55,47,39,100,86,71,10,6,0,7,2,9,0,,0,0,0,0,0
11/9/14,1,1,0,0,0,0,9.552,56,51,46,93,87,80,10,9,2,18,7,23,0,,0,0,0,0,0
11/10/14,1,1,0,0,0,0,9.505,52,47,42,92,76,59,10,10,10,15,9,18,0.01,Rain,0,1,0,0,0
11/11/14,5,2,3,0,0,0,9.459,46,40,34,92,55,18,10,10,10,31,17,43,0,,0,0,0,0,0
11/12/14,1,0,1,0,0,0,9.414,44,38,32,26,21,15,10,10,10,29,17,39,0,,0,0,0,0,0
11/13/14,0,0,0,0,0,0,9.369,45,39,33,32,25,18,10,10,10,21,11,31,0.01,Rain,0,1,0,0,0
11/14/14,1,1,0,0,0,0,9.325,45,37,28,58,43,28,10,10,10,17,10,20,0.01,,0,0,0,0,0
11/15/14,1,1,0,0,0,0,9.282,47,38,29,63,43,23,10,10,10,30,9,33,0,Fog,1,0,0,0,0
11/16/14,0,0,0,0,0,0,9.239,49,39,28,69,48,27,10,10,10,17,9,21,0.04,Rain,0,1,0,0,0
11/17/14,0,0,0,0,0,0,9.197,51,40,28,78,53,28,10,10,10,18,4,31,0.21,Rain,0,1,0,0,0
11/18/14,0,0,0,0,0,0,9.156,45,38,31,89,80,70,10,10,7,10,2,12,0,,0,0,0,0,0
11/19/14,2,1,1,0,0,0,9.116,52,44,36,85,63,41,10,10,10,10,4,13,0,,0,0,0,0,0
11/20/14,1,0,0,1,0,0,9.076,52,47,42,92,85,77,10,9,3,12,5,15,0,,0,0,0,0,0
11/21/14,0,0,0,0,0,0,9.038,52,50,47,93,84,74,10,8,2,28,11,36,0,Rain,0,1,0,0,0
11/22/14,2,1,0,1,0,0,9,49,47,44,89,80,71,10,10,10,28,11,37,0.07,Rain,0,1,0,0,0
11/23/14,2,2,0,0,0,0,8.963,55,49,42,89,77,64,10,9,4,25,11,38,0.05,Rain,0,1,0,0,0
11/24/14,2,1,0,1,0,0,8.928,53,47,40,93,79,65,10,8,2,24,8,31,0,,0,0,0,0,0
11/25/14,3,2,0,0,0,1,8.893,57,53,49,96,91,86,10,5,1,25,10,33,0,Rain,0,1,0,0,0
11/26/14,2,0,2,0,0,0,8.859,59,57,54,93,87,80,10,10,10,20,9,26,0,,0,0,0,0,0
11/27/14,1,0,1,0,0,0,8.827,58,56,53,93,75,57,10,10,5,28,15,37,0,,0,0,0,0,0
11/28/14,0,0,0,0,0,0,8.795,55,47,38,96,87,77,10,7,2,23,13,32,0,,0,0,0,0,0
11/29/14,14,1,13,0,0,0,8.765,40,32,24,92,71,50,10,7,1,31,12,39,0,,0,0,0,0,0
11/30/14,4,2,1,1,0,0,8.736,37,30,23,88,68,47,10,10,10,16,10,0,0,,0,0,0,0,0
12/1/14,3,3,0,0,0,0,8.708,40,33,26,78,63,47,10,10,10,10,5,13,0,Fog,1,0,0,0,0
12/2/14,2,2,0,0,0,0,8.681,42,34,26,92,74,55,10,10,5,23,13,28,0,,0,0,0,0,0
12/3/14,1,1,0,0,0,0,8.655,50,41,32,75,56,36,10,10,10,28,8,29,0.02,Fog,1,0,0,0,0
12/4/14,2,2,0,0,0,0,8.631,47,43,39,96,81,65,10,9,4,10,2,13,0,Fog,1,0,0,0,0
12/5/14,1,1,0,0,0,0,8.607,55,50,44,80,66,51,10,9,3,18,7,24,0,Fog,1,0,0,0,0
12/6/14,3,2,0,1,0,0,8.586,53,50,46,93,87,80,10,9,4,16,8,21,0,,0,0,0,0,0
12/7/14,0,0,0,0,0,0,8.565,58,51,43,92,70,47,10,10,9,20,6,24,0,,0,0,0,0,0
12/8/14,0,0,0,0,0,0,8.546,58,53,48,83,65,47,10,10,6,17,9,21,0,,0,0,0,0,0
12/9/14,1,1,0,0,0,0,8.528,61,56,51,93,81,69,10,9,5,23,11,30,0,,0,0,0,0,0
12/10/14,2,1,1,0,0,0,8.512,66,58,50,89,67,45,10,10,7,35,15,46,0,,0,0,0,0,0
12/11/14,20,0,20,0,0,0,8.497,58,53,47,93,74,55,10,10,7,36,14,49,0.54,Rain,0,1,0,0,0
12/12/14,5,0,5,0,0,0,8.483,52,49,45,89,80,71,10,10,10,26,8,35,1.46,Rain,0,1,0,0,0
12/13/14,2,2,0,0,0,0,8.471,50,45,39,100,87,74,10,7,0,8,2,8,0.2,Rain-Thunderstorm,0,1,0,1,0
12/14/14,0,0,0,0,0,0,8.461,55,45,35,100,66,32,10,5,0,22,8,30,0,Fog,1,0,0,0,0
12/15/14,0,0,0,0,0,0,8.451,54,49,44,45,40,35,10,10,10,22,13,29,0,,0,0,0,0,0
12/16/14,1,0,0,0,0,1,8.444,50,49,47,66,53,39,10,10,10,15,9,22,0,,0,0,0,0,0
12/17/14,1,0,0,0,0,1,8.438,48,46,43,92,71,50,10,8,2,12,4,15,0,,0,0,0,0,0
12/18/14,0,0,0,0,0,0,8.433,49,47,44,92,82,71,10,7,1,15,7,22,0,,0,0,0,0,0
12/19/14,0,0,0,0,0,0,8.43,52,49,45,93,77,61,10,10,10,18,10,22,0,,0,0,0,0,0
12/20/14,3,2,1,0,0,0,8.428,55,50,44,93,88,83,10,7,2,28,12,46,0,Fog,1,0,0,0,0
12/21/14,0,0,0,0,0,0,8.428,55,53,50,86,79,71,10,10,10,24,12,33,0,,0,0,0,0,0
12/22/14,1,1,0,0,0,0,8.429,51,47,43,92,79,66,10,10,10,13,3,17,0.03,Rain,0,1,0,0,0
12/23/14,1,0,1,0,0,0,8.432,54,48,41,93,82,70,10,8,2,23,9,28,0,,0,0,0,0,0
12/24/14,0,0,0,0,0,0,8.436,45,42,39,93,82,70,10,10,7,9,4,13,0.03,Rain,0,1,0,0,0
12/25/14,0,0,0,0,0,0,8.442,46,42,37,93,85,76,10,8,0,10,5,12,0,,0,0,0,0,0
12/26/14,0,0,0,0,0,0,8.449,42,39,35,100,90,79,10,5,0,10,3,12,0,,0,0,0,0,0
12/27/14,1,0,0,1,0,0,8.459,49,45,40,96,86,76,10,9,6,25,11,36,0,,0,0,0,0,0
12/28/14,0,0,0,0,0,0,8.469,44,41,37,92,87,82,10,10,7,13,4,16,0,,0,0,0,0,0
12/29/14,2,2,0,0,0,0,8.481,43,38,33,92,68,44,10,10,7,17,10,23,0,,0,0,0,0,0
12/30/14,1,1,0,0,0,0,8.494,38,33,28,58,45,32,10,10,10,14,8,17,0,,0,0,0,0,0
12/31/14,1,1,0,0,0,0,8.509,38,33,27,81,63,44,10,10,10,24,7,33,0,,0,0,0,0,0
