Total_outages,Day_length_hr,Avg_Temp_F,Avg_humidity_percent,Max_windspeed_mph,Avg_windspeed_mph,Max_windgust_mph,Precipitation_in
1,15.983333,55,71,17,9,18,0
1,15.983333,55,63,13,6,9,0
0,15.983333,60,60,8,4,12,0
1,15.983333,67,52,9,4,28,0
1,15.983333,67,54,21,6,15,0
1,15.983333,61,64,13,6,14,0
2,15.983333,58,56,9,4,18,0
1,15.983333,60,60,15,7,17,0
3,15.966667,62,57,14,6,18,0
1,15.966667,58,60,14,7,22,0
3,15.95,68,55,16,11,20,0
4,15.95,76,52,16,10,23,0
0,15.933333,78,52,21,6,18,0
3,15.916667,70,63,15,8,14,0
0,15.916667,66,65,12,5,18,0
5,15.9,69,67,13,5,17,0
5,15.883333,64,72,13,5,23,0.25
0,15.866667,65,71,20,8,20,0
2,15.833333,64,78,16,7,16,0
3,15.816667,63,64,13,7,18,0
2,15.8,65,53,15,8,22,0
0,15.766667,69,50,17,8,25,0
3,15.75,72,44,21,10,17,0
0,15.716667,64,62,14,6,17,0
5,15.7,67,49,15,7,20,0
1,15.666667,73,43,14,7,15,0
1,15.65,73,47,14,5,23,0
1,15.616667,69,52,18,7,23,0
2,15.583333,72,40,18,7,20,0
0,15.55,64,66,12,6,13,0
1,15.516667,62,70,10,6,17,0
0,15.483333,60,70,14,7,20,0
1,15.45,63,67,14,5,15,0
2,15.416667,66,60,13,5,13,0
1,15.383333,64,71,9,5,18,0
0,15.333333,60,65,16,9,16,0
0,15.3,59,62,13,6,21,0
0,15.266667,65,64,14,6,17,0
1,15.216667,65,61,13,6,16,0
0,15.183333,64,67,13,6,21,0
1,15.133333,65,68,17,10,17,0
0,15.1,66,52,15,6,25,0
1,15.05,60,70,18,9,17,0.11
0,15.016667,60,66,14,6,17,0
2,14.966667,62,67,13,5,25,0.12
0,14.916667,63,70,21,11,16,0.09
0,14.883333,62,62,13,5,17,0
1,14.833333,63,67,13,7,18,0
0,14.783333,69,61,14,8,18,0
0,14.733333,75,49,15,8,14,0
0,14.7,74,56,9,3,14,0
2,14.65,68,69,12,5,21,0
0,14.6,63,68,16,9,29,0
3,14.55,62,70,18,9,17,0.29
7,14.5,63,65,14,6,13,0
3,14.45,68,67,10,4,13,0
1,14.4,67,65,10,4,21,0
0,14.35,71,56,17,10,21,0
2,14.3,77,53,16,9,22,0
3,14.25,78,54,18,8,20,0
1,14.2,77,58,16,7,26,0
2,14.15,74,63,23,7,22,0
1,14.083333,62,84,17,7,23,0.17
3,14.033333,66,73,17,9,26,0.48
2,13.983333,62,82,20,9,26,0.7
2,13.933333,62,76,21,11,13,0.02
1,13.883333,64,66,12,5,10,0
1,13.833333,69,58,8,3,23,0
2,13.766667,65,77,16,6,24,0.88
1,13.716667,61,77,20,6,18,0.07
0,13.666667,60,71,15,7,29,0.16
1,13.616667,60,74,23,13,29,0.01
0,13.55,64,77,17,12,29,0
2,13.5,64,77,24,13,25,0
0,13.45,59,58,21,6,21,0
1,13.383333,58,61,17,5,15,0
0,13.333333,57,69,13,6,15,0
0,13.283333,59,62,12,6,18,0
0,13.216667,60,65,13,6,16,0
0,13.166667,62,62,13,5,14,0
0,13.116667,63,65,10,3,16,0
0,13.05,64,71,14,6,23,0
0,13,67,64,18,11,24,0
0,12.95,67,60,20,10,14,0
0,12.883333,64,64,13,5,18,0
0,12.833333,62,64,12,5,14,0
0,12.766667,65,61,13,6,14,0
0,12.716667,64,67,12,5,16,0
0,12.666667,63,71,14,5,17,0
1,12.6,65,62,14,9,15,0
0,12.55,67,66,9,4,16,0
0,12.483333,67,63,13,4,15,0
1,12.433333,64,66,13,4,26,0
1,12.383333,57,83,13,4,10,0
1,12.316667,57,81,9,4,13,0
1,12.266667,56,85,10,4,17,0.54
0,12.2,59,77,14,6,22,0.02
0,12.15,56,66,17,8,9,0.01
0,12.1,52,70,10,4,9,0
0,12.033333,55,77,10,4,21,0.12
0,11.983333,57,87,13,8,9,0.08
0,11.916667,58,86,8,4,9,0.01
0,11.866667,58,75,10,4,9,0
1,11.816667,60,74,17,8,9,0
0,11.75,62,63,12,8,9,0
0,11.7,61,73,7,3,18,0
0,11.633333,62,77,15,3,18,0
0,11.583333,63,74,15,7,20,0.07
1,11.533333,60,86,17,6,38,0.57
19,11.466667,56,79,28,14,17,0.07
1,11.416667,52,81,14,6,36,0.02
1,11.35,56,88,25,6,35,0.32
2,11.3,54,67,26,14,15,0.01
1,11.25,50,70,12,4,20,0.01
2,11.183333,46,70,17,6,23,0
3,11.133333,50,68,18,9,18,0
2,11.083333,47,65,13,5,12,0
0,11.016667,51,55,9,3,39,0
1,10.966667,55,79,22,11,33,0.09
0,10.9,48,67,15,8,33,0
0,10.85,46,77,9,4,23,0.09
0,10.8,51,85,13,6,22,0.06
0,10.733333,56,80,18,8,20,0.15
0,10.683333,51,69,15,8,10,0
0,10.633333,46,84,8,3,30,0
0,10.583333,51,80,24,11,14,0.25
1,10.516667,48,74,9,5,32,0
1,10.466667,52,71,16,5,20,0
1,10.416667,49,70,16,6,12,0.11
2,10.366667,45,72,9,3,22,0
0,10.3,50,71,17,8,35,0
0,10.25,51,68,18,12,18,0
0,10.2,52,68,16,4,14,0
2,10.15,52,84,9,5,13,0
1,10.1,53,78,10,6,13,0
2,10.05,52,88,10,3,20,0
1,10,55,87,14,6,26,0.35
0,9.95,57,69,20,9,28,0.15
1,9.883333,53,84,21,10,32,0.3
2,9.833333,50,82,25,10,32,0.32
2,9.783333,46,77,25,11,17,0.65
0,9.75,45,68,14,4,22,0
2,9.7,52,82,15,9,21,2.15
2,9.65,58,83,16,9,24,0.99
1,9.6,58,75,18,8,26,0.12
0,9.55,53,80,18,7,26,0.13
0,9.5,51,76,21,10,31,0.05
0,9.45,51,90,23,9,36,0.35
0,9.416667,55,90,26,14,22,0.88
1,9.366667,47,72,16,7,13,0.05
0,9.316667,47,71,10,2,12,0
0,9.283333,51,80,10,2,10,0
1,9.233333,49,89,9,2,22,0
0,9.2,51,81,16,6,21,0
0,9.15,47,78,17,10,32,0.01
1,9.116667,51,54,24,11,33,0
1,9.066667,50,64,23,12,36,0.15
0,9.033333,47,69,25,10,23,0.06
0,9,44,80,18,7,20,0
1,8.966667,44,66,15,6,15,0
0,8.916667,43,66,12,4,18,0
0,8.883333,44,80,14,7,25,0.05
0,8.85,43,79,22,12,26,0
0,8.816667,41,77,17,6,26,0.01
0,8.783333,48,84,21,11,20,0.03
0,8.766667,53,85,15,9,15,0.01
0,8.733333,53,97,10,3,21,0.06
0,8.7,53,84,16,7,17,0.16
0,8.683333,47,85,14,7,23,0.03
1,8.65,46,77,18,6,22,0
0,8.633333,43,68,18,7,9,0
0,8.6,41,82,7,2,22,0
0,8.583333,44,71,16,8,24,0
0,8.566667,46,88,20,9,14,0.09
0,8.533333,42,85,10,4,23,0
0,8.516667,44,83,17,6,18,0.06
1,8.5,46,85,15,6,22,0.05
0,8.483333,42,83,18,9,45,0
10,8.483333,40,86,32,13,24,0.73
0,8.466667,36,76,18,9,35,0.34
1,8.45,27,67,29,18,23,0.06
0,8.45,25,57,20,12,20,0
2,8.433333,26,61,16,7,39,0
0,8.433333,33,78,29,17,23,0.05
2,8.433333,30,74,20,12,14,0.18
0,8.416667,24,72,12,5,32,0
0,8.416667,20,72,26,12,29,0.16
5,8.416667,28,78,23,15,17,0.27
1,8.416667,31,79,14,7,12,0.02
3,8.433333,32,71,9,5,29,0
5,8.433333,34,83,22,11,25,0.44
1,8.433333,35,89,18,7,18,0.2
0,8.45,35,91,15,7,26,0.15
1,8.45,41,92,21,12,24,0.29
2,8.466667,41,88,20,8,37,0.35
9,8.466667,39,86,24,15,22,0.26
0,8.483333,39,76,17,8,44,0.12
1,8.5,41,79,32,16,30,0.09
0,8.516667,41,89,22,9,22,0.71
0,8.533333,36,81,16,6,22,0.12
1,8.55,36,77,18,9,25,0
17,8.583333,34,84,17,6,35,0.57
5,8.6,40,84,24,14,40,0.04
2,8.616667,48,91,29,17,38,1.22
1,8.65,51,89,26,18,37,2.29
1,8.666667,44,76,29,16,23,0.03
0,8.7,40,69,18,10,22,0
2,8.716667,42,81,14,9,21,0.14
0,8.75,46,93,15,7,13,0.03
1,8.783333,48,93,10,4,13,0.08
0,8.816667,43,82,9,4,16,0
0,8.85,39,84,12,8,10,0
2,8.883333,39,84,9,5,13,0
0,8.916667,35,91,10,5,16,0
2,8.95,38,85,16,6,12,0
1,8.983333,41,81,9,2,9,0
0,9.033333,36,91,7,2,9,0
0,9.066667,35,96,6,1,9,0
3,9.1,36,90,6,2,12,0
0,9.15,36,89,9,4,14,0
0,9.183333,36,85,12,5,13,0
0,9.233333,35,80,12,3,23,0.04
0,9.266667,32,83,20,12,15,0.02
0,9.316667,32,55,13,6,30,0
1,9.366667,36,81,24,11,17,0.09
2,9.4,42,73,14,5,13,0
0,9.45,41,73,10,6,31,0
1,9.5,40,83,20,8,18,0
1,9.55,40,72,15,5,16,0.02
0,9.6,38,75,14,5,18,0
1,9.633333,45,56,13,5,13,0
2,9.683333,44,71,8,3,13,0
1,9.733333,50,58,12,4,15,0
1,9.783333,44,71,12,5,20,0.01
1,9.833333,41,86,16,8,12,0.04
0,9.883333,37,86,9,2,29,0
0,9.933333,38,79,22,6,28,0.01
0,10,37,77,21,9,24,0.06
0,10.05,35,74,15,9,22,0.24
0,10.1,39,74,18,8,24,0
1,10.15,39,67,18,7,23,0
0,10.2,40,57,21,12,15,0
0,10.25,41,68,14,5,18,0
0,10.316667,40,69,16,10,22,0.05
0,10.366667,41,78,18,13,20,0
0,10.416667,45,68,13,5,13,0
0,10.483333,45,75,12,4,16,0
0,10.533333,42,74,14,7,12,0
1,10.583333,41,75,10,4,15,0
1,10.633333,44,64,13,6,16,0
2,10.7,50,61,13,5,18,0.07
0,10.75,51,74,16,5,29,0.23
0,10.816667,46,82,23,13,31,0.34
1,10.866667,39,82,23,13,18,0.25
1,10.916667,32,73,14,7,20,0.21
0,10.983333,41,60,14,6,21,0
0,11.033333,46,47,16,9,25,0
0,11.083333,51,67,18,8,39,0.3
1,11.15,51,63,30,11,30,0.11
0,11.2,49,67,23,6,34,0.24
1,11.266667,42,82,21,6,39,0.03
1,11.316667,40,69,31,10,18,0.05
0,11.383333,37,55,12,6,32,0
1,11.433333,38,70,25,13,13,0.08
1,11.483333,35,81,12,5,24,0.32
3,11.55,34,74,20,9,16,0.34
0,11.6,34,61,14,6,31,0
1,11.666667,35,59,17,10,17,0
0,11.716667,40,53,15,8,22,0
1,11.783333,44,53,18,7,31,0
1,11.833333,42,79,23,13,47,0.49
9,11.9,40,79,32,16,30,0.69
1,11.95,40,85,25,12,25,0.29
0,12.016667,41,75,21,10,28,0.29
0,12.066667,46,73,26,6,18,0
0,12.133333,47,88,14,7,38,0.08
0,12.183333,46,79,29,9,16,0.12
0,12.233333,39,74,12,4,30,0
1,12.3,44,75,23,11,23,0.01
0,12.35,42,73,18,9,32,0.07
0,12.416667,44,82,25,14,26,0.01
1,12.466667,43,73,21,7,14,0.05
0,12.533333,43,66,9,4,18,0
1,12.583333,46,74,16,8,24,0
2,12.65,39,81,18,9,33,0.38
2,12.7,42,69,14,4,24,0.04
0,12.75,43,71,21,12,32,0
3,12.816667,43,69,23,13,28,0.17
1,12.866667,40,80,20,11,32,0.39
1,12.933333,43,86,22,10,17,0.92
0,12.983333,43,69,13,5,16,0.09
1,13.05,45,64,12,6,14,0
3,13.1,55,52,12,6,16,0
1,13.15,55,54,14,4,9,0
0,13.216667,54,54,14,7,22,0
0,13.266667,49,65,16,9,15,0
0,13.333333,51,67,10,4,13,0.03
1,13.383333,47,76,9,5,21,0.02
0,13.433333,48,78,16,9,32,0.06
1,13.5,48,85,23,12,25,0.83
0,13.55,43,82,20,12,20,0.32
0,13.6,45,65,17,6,14,0.01
0,13.666667,45,69,10,5,17,0
2,13.716667,48,62,10,5,24,0
0,13.766667,52,68,20,7,15,0.25
0,13.816667,48,61,13,5,28,0
0,13.883333,58,53,13,6,15,0
6,13.933333,61,49,13,5,21,0
2,13.983333,60,59,17,5,25,0
0,14.033333,46,73,21,7,23,0.25
1,14.1,46,65,14,5,15,0.06
0,14.15,49,59,10,6,21,0
1,14.2,47,63,15,7,17,0
1,14.25,49,66,15,7,21,0
0,14.3,53,56,17,8,22,0
0,14.35,50,73,20,5,18,0.12
1,14.4,52,66,12,5,16,0
1,14.45,53,57,12,6,35,0
5,14.5,59,47,25,13,38,0
1,14.55,56,54,29,9,18,0.32
0,14.6,53,64,15,6,37,0.01
1,14.65,54,61,22,9,36,0.36
3,14.7,52,71,26,15,29,0.59
1,14.75,50,84,22,9,33,0.89
1,14.8,51,70,24,13,26,0
0,14.85,51,62,14,7,18,0
0,14.883333,54,64,14,8,51,0
0,14.933333,55,61,13,4,32,0.04
1,14.983333,53,72,25,13,31,0.03
2,15.016667,48,70,23,10,20,0.04
0,15.066667,47,71,16,6,35,0.44
4,15.116667,50,80,15,6,15,0.32
0,15.15,55,63,13,4,10,0
1,15.2,61,53,9,2,10,0
2,15.233333,63,61,8,3,20,0
2,15.283333,57,68,16,8,28,0.45
3,15.316667,52,72,21,12,21,0.12
1,15.35,54,64,18,9,21,0
1,15.383333,56,62,18,9,20,0
3,15.433333,60,51,17,8,18,0
0,15.466667,60,57,15,8,14,0
1,15.5,59,65,9,5,15,0
0,15.533333,58,68,13,4,24,0
2,15.566667,59,72,20,9,13,0
1,15.6,57,63,10,5,17,0
1,15.616667,63,50,14,7,23,0
0,15.65,69,49,18,6,17,0
1,15.683333,66,46,14,8,16,0
1,15.716667,67,50,14,5,21,0
0,15.733333,68,56,18,6,18,0
0,15.766667,75,44,15,9,21,0
4,15.783333,77,37,16,9,36,0
8,15.8,76,44,28,9,23,0
1,15.833333,62,75,18,11,17,0
1,15.85,59,80,14,7,15,0
1,15.866667,60,66,12,6,20,0
1,15.883333,63,62,17,8,22,0
2,15.9,68,53,16,8,20,0
2,15.916667,65,65,15,6,16,0
1,15.933333,64,66,10,5,16,0
1,15.933333,66,66,13,6,16,0
1,15.95,64,71,12,6,16,0
1,15.966667,59,72,12,5,15,0
3,15.966667,64,67,12,6,15,0
4,15.983333,63,67,13,4,17,0
4,15.983333,63,75,14,6,16,0
2,15.983333,64,65,14,8,18,0.01
7,15.983333,62,78,14,5,18,0.09
2,15.983333,59,61,14,7,22,0
1,15.983333,58,63,16,7,18,0.04
1,15.983333,60,64,14,8,16,0.01
2,15.983333,62,57,13,8,29,0
0,15.983333,64,63,21,9,29,0
3,15.983333,62,72,22,15,22,0.03
4,15.966667,61,50,18,8,17,0
2,15.966667,66,52,14,6,22,0
3,15.95,62,55,18,11,20,0
0,15.933333,62,48,16,8,25,0
2,15.933333,63,47,22,9,23,0
0,15.916667,68,45,17,10,18,0
2,15.9,71,42,16,9,18,0
4,15.883333,73,44,13,4,20,0
4,15.866667,72,51,15,7,22,0
2,15.85,70,56,16,7,30,0
5,15.816667,61,71,23,15,21,0
0,15.8,61,69,17,10,16,0
0,15.783333,59,70,14,6,22,0
0,15.75,65,67,14,6,21,0
0,15.733333,70,54,17,10,26,0
0,15.7,71,57,21,9,22,0
2,15.683333,61,80,16,10,20,0.04
1,15.65,59,77,16,8,17,0.02
3,15.616667,62,70,13,6,28,0
0,15.583333,67,66,13,7,17,0
1,15.55,73,52,14,7,16,0
1,15.533333,76,53,13,6,18,0
0,15.5,68,70,15,6,22,0
1,15.45,66,60,17,9,20,0
0,15.416667,70,56,16,10,15,0
1,15.383333,73,55,13,4,16,0
1,15.35,65,75,13,8,17,0
2,15.316667,63,75,14,6,15,0
0,15.266667,67,70,12,5,13,0
1,15.233333,74,59,10,4,18,0
1,15.2,75,65,12,5,23,0
0,15.15,80,57,18,6,21,0
5,15.116667,83,55,17,6,21,0
10,15.066667,87,46,15,6,15,0
3,15.016667,79,53,12,6,33,0
3,14.983333,71,65,10,5,14,0
3,14.933333,74,66,12,6,15,0
0,14.883333,75,57,12,4,33,0
3,14.85,70,60,15,7,46,0
0,14.8,65,71,36,7,15,0
0,14.75,62,69,12,5,20,0
2,14.7,63,65,15,6,20,0
0,14.65,61,72,16,9,15,0
0,14.6,61,73,10,6,20,0
1,14.566667,68,73,15,6,16,0
1,14.516667,62,78,13,8,18,0.13
2,14.466667,65,74,12,5,13,0.32
1,14.416667,65,73,10,3,21,0.15
1,14.366667,60,78,17,5,17,0.16
0,14.316667,62,72,15,7,16,0
0,14.25,60,73,13,5,20,0
2,14.2,65,67,14,6,15,0
0,14.15,70,56,13,6,26,0
0,14.1,72,62,21,9,16,0
1,14.05,74,65,14,6,21,0
1,14,69,69,16,9,18,0
1,13.95,64,76,14,7,20,0
1,13.883333,66,63,17,10,17,0
1,13.833333,64,56,15,7,18,0
2,13.783333,64,55,14,5,20,0
2,13.733333,63,66,15,9,14,0.03
1,13.683333,66,53,12,6,12,0
2,13.616667,71,53,9,2,17,0
0,13.566667,68,52,13,4,10,0.01
0,13.516667,65,81,9,4,14,0.36
0,13.45,66,75,10,3,13,0
0,13.4,63,81,12,3,15,0
0,13.35,60,83,12,5,21,0
1,13.3,65,68,16,3,23,0
0,13.233333,64,69,20,7,16,0.12
0,13.183333,66,60,10,4,21,0
1,13.116667,62,78,16,8,31,0.31
1,13.066667,57,88,23,12,23,0.93
0,13.016667,60,79,17,10,13,0.01
0,12.95,60,68,9,3,20,0
2,12.9,65,72,16,6,20,0.01
0,12.85,65,70,15,10,16,0
1,12.783333,72,62,13,6,10,0
0,12.733333,70,63,8,3,21,0
2,12.666667,66,72,16,8,15,0
1,12.616667,64,69,10,6,13,0
0,12.566667,69,62,10,4,18,0
1,12.5,65,76,15,5,15,0.01
0,12.45,64,70,13,4,21,0
0,12.383333,67,59,16,4,24,0
0,12.333333,62,82,22,9,18,0.29
0,12.283333,59,64,15,7,18,0
0,12.216667,63,66,16,10,17,0
2,12.166667,70,58,14,3,16,0
1,12.1,68,60,13,5,13,0
0,12.05,59,76,9,4,16,0
1,12,61,67,13,5,18,0
3,11.933333,60,65,13,6,21,0
1,11.883333,58,61,17,10,31,0
1,11.816667,54,73,24,10,29,0
2,11.766667,53,65,22,12,17,0.07
0,11.716667,51,68,14,6,22,0
1,11.65,57,79,17,9,17,0.08
0,11.6,53,72,15,5,25,0.14
0,11.533333,51,76,21,9,31,0
3,11.483333,57,56,25,14,17,0
0,11.433333,55,53,12,5,14,0
1,11.366667,54,57,9,3,15,0
0,11.316667,54,72,13,6,12,0
0,11.25,54,70,8,3,14,0
0,11.2,55,62,12,5,18,0
0,11.15,52,37,14,9,22,0
1,11.083333,50,31,16,9,25,0
0,11.033333,47,30,21,12,39,0
1,10.983333,54,50,29,14,36,0.17
2,10.916667,55,79,28,12,15,0.51
2,10.866667,57,75,12,4,22,0.07
2,10.816667,58,85,15,5,31,0.78
5,10.75,60,84,24,10,16,1.24
0,10.7,57,80,13,6,15,0.09
2,10.65,52,84,12,6,12,0
0,10.583333,50,86,10,3,24,0
0,10.533333,56,80,20,7,10,0.16
2,10.483333,52,85,9,4,40,0.02
3,10.433333,53,86,30,12,14,0.41
2,10.366667,50,72,10,6,16,0
0,10.316667,43,82,13,3,25,0.06
1,10.266667,47,88,23,9,14,1.21
2,10.216667,47,77,10,4,14,0
0,10.166667,43,84,10,5,20,0.08
0,10.116667,49,91,15,7,31,0.25
0,10.05,57,84,23,16,31,0.23
1,10,51,79,25,13,14,0.04
0,9.95,48,81,12,4,18,0
2,9.9,47,75,15,5,23,0.01
1,9.85,48,80,18,10,15,0
0,9.8,52,68,12,4,43,0
5,9.75,54,74,32,14,33,0.38
2,9.7,46,86,25,14,36,1.21
0,9.65,44,88,26,13,21,0.86
0,9.616667,46,80,16,8,32,0.07
0,9.566667,50,75,24,10,28,0.37
0,9.516667,48,83,21,10,20,0.32
0,9.466667,45,74,16,8,17,0.05
0,9.416667,43,79,14,5,35,0
0,9.383333,42,76,26,12,13,0.19
3,9.333333,38,76,10,6,28,0
1,9.283333,47,81,22,7,43,0.36
4,9.25,53,78,33,17,36,0.77
0,9.2,46,85,28,13,37,0.44
4,9.166667,44,75,30,17,36,0.13
2,9.116667,51,79,25,12,36,0.7
0,9.083333,49,71,28,14,33,0.29
1,9.05,43,77,25,12,43,0.31
3,9,45,80,28,14,23,0.55
3,8.966667,47,74,17,8,16,0.05
2,8.933333,48,97,12,2,14,0.2
3,8.9,48,89,12,4,25,0.16
1,8.866667,48,96,20,9,25,1.34
0,8.833333,43,76,20,7,28,0
0,8.8,45,76,21,14,21,0
0,8.766667,50,85,15,8,25,0
0,8.733333,47,80,18,8,24,0.2
0,8.716667,41,81,20,11,21,0
0,8.683333,40,77,18,11,10,0
1,8.65,38,66,10,3,14,0
1,8.633333,34,85,10,3,24,0.04
2,8.6,35,75,20,5,28,0
0,8.583333,31,55,21,12,22,0
2,8.566667,27,27,18,9,16,0
5,8.55,27,34,13,7,13,0
2,8.533333,25,45,10,5,10,0
1,8.516667,26,58,8,4,12,0
1,8.5,30,58,9,5,15,0
2,8.483333,31,68,13,6,25,0
0,8.466667,34,78,21,7,21,0
1,8.45,39,86,17,6,24,0.5
1,8.45,43,85,18,9,31,0.29
2,8.433333,49,82,23,13,23,0.43
1,8.433333,47,82,17,5,14,0.06
0,8.433333,47,84,12,2,14,0.02
0,8.416667,46,97,12,5,23,0.41
0,8.416667,51,90,17,8,35,0.08
1,8.416667,45,82,26,14,20,0.55
2,8.416667,37,86,16,3,12,0.02
1,8.433333,39,84,9,3,13,0
0,8.433333,37,81,10,5,17,0
0,8.433333,38,71,14,8,36,0
0,8.45,43,49,26,14,16,0
0,8.45,36,71,13,1,18,0
1,8.466667,42,68,16,4,20,0
1,8.466667,37,75,15,4,24,0.06
0,8.483333,41,84,20,10,18,0.02
0,8.5,44,84,14,6,37,0.27
1,8.516667,49,82,28,15,25,0.4
0,8.533333,45,90,20,12,12,0.06
0,8.55,44,91,10,5,10,0.03
0,8.566667,47,88,8,8,17,0.98
2,8.583333,47,96,15,8,22,0.14
0,8.616667,46,63,17,11,28,0
1,8.633333,44,39,23,13,26,0.04
1,8.666667,43,82,21,10,16,0.81
0,8.683333,49,83,13,6,23,0.08
1,8.716667,50,69,18,8,21,0.09
1,8.75,51,76,17,7,24,1.07
1,8.783333,50,87,15,7,35,0.53
1,8.8,51,74,25,11,24,0.27
0,8.833333,47,86,20,8,36,0.28
1,8.866667,48,86,26,8,12,0.42
1,8.9,41,92,10,4,24,0.02
2,8.95,47,82,17,8,44,0.15
5,8.983333,54,48,32,15,28,0
0,9.016667,54,44,22,12,38,0.01
1,9.05,50,62,28,10,23,0
4,9.1,51,49,17,9,17,0
1,9.133333,44,68,15,6,15,0
0,9.183333,45,84,13,7,26,0.09
0,9.216667,42,71,20,10,36,0.36
0,9.266667,48,76,16,7,10,0.06
0,9.3,43,78,9,3,14,0
0,9.35,42,75,10,3,22,0
0,9.4,48,68,17,8,20,0
1,9.433333,50,65,16,5,14,0.02
1,9.483333,46,88,12,4,13,0.18
0,9.533333,47,89,10,5,13,0.08
1,9.583333,45,79,9,3,17,0.08
0,9.633333,47,77,12,6,14,0.01
0,9.683333,46,80,10,5,28,0.31
0,9.733333,49,63,22,10,20,0.08
0,9.783333,52,70,16,8,18,0.07
0,9.833333,50,72,14,5,10,0.13
0,9.883333,47,93,8,5,12,0.15
0,9.933333,45,90,9,4,9,0
2,9.983333,41,86,8,4,18,0
0,10.033333,38,88,10,4,30,0.11
2,10.083333,49,87,22,9,37,0.24
0,10.133333,49,82,26,12,20,0.38
0,10.183333,49,77,16,8,22,0.2
0,10.25,48,80,17,7,17,0.42
0,10.3,46,81,14,4,25,0.07
0,10.35,49,78,21,10,28,0.21
0,10.4,45,80,24,15,24,0
1,10.466667,49,65,21,15,18,0
0,10.516667,49,53,16,10,17,0
1,10.566667,46,63,13,7,25,0
0,10.633333,47,48,18,6,15,0
0,10.683333,44,51,13,5,15,0
1,10.733333,43,73,13,4,26,0.16
1,10.8,47,90,20,9,21,0.33
0,10.85,49,70,16,8,25,0.05
1,10.9,49,72,21,9,18,0.44
0,10.966667,50,79,14,7,12,0.08
0,11.016667,50,76,8,3,15,0
1,11.083333,50,74,13,2,23,0
0,11.133333,51,80,17,7,13,0.09
1,11.183333,48,81,12,3,14,0
0,11.25,48,71,12,5,20,0.05
0,11.3,47,66,14,8,17,0
0,11.366667,48,68,15,6,23,0
0,11.416667,45,78,21,8,18,0.06
0,11.483333,37,74,15,5,17,0.08
2,11.533333,38,65,14,7,24,0
0,11.583333,44,66,18,11,36,0.07
2,11.65,43,75,25,10,37,0.38
2,11.7,44,81,29,10,32,0.67
2,11.766667,44,73,24,10,14,0.02
0,11.816667,44,69,12,3,21,0
1,11.883333,54,63,16,6,32,0
6,11.933333,50,72,25,9,21,0.08
2,12,46,64,17,10,21,0.01
0,12.05,45,73,17,11,22,0
0,12.116667,49,59,17,12,25,0
1,12.166667,52,54,20,7,28,0
0,12.233333,51,77,22,12,22,0.01
0,12.283333,49,65,18,7,18,0
0,12.35,49,68,16,6,16,0
2,12.4,55,59,13,7,30,0
2,12.45,49,82,22,10,38,0.62
1,12.516667,48,72,30,13,16,0
1,12.566667,52,62,13,5,29,0
3,12.633333,51,76,22,12,39,0.47
4,12.683333,45,82,28,15,29,0.92
0,12.75,43,83,23,11,9,0.23
0,12.8,44,72,14,5,29,0
0,12.866667,45,77,22,10,47,0.04
9,12.916667,44,85,37,17,37,0.75
0,12.966667,42,79,26,13,38,0.17
2,13.033333,47,64,26,11,30,0.11
2,13.083333,45,72,23,9,29,0.1
0,13.15,47,73,22,15,23,0
0,13.2,47,77,18,10,38,0.15
1,13.25,45,62,28,15,31,0.01
0,13.316667,45,61,23,9,28,0
2,13.366667,46,60,24,15,24,0
2,13.416667,52,56,21,9,33,0
0,13.483333,52,56,21,6,23,0
0,13.533333,50,73,17,9,18,0.16
0,13.583333,50,64,16,7,21,0
1,13.65,51,69,17,6,20,0.02
1,13.7,56,69,16,6,16,0.03
0,13.75,56,77,12,4,13,0.25
0,13.816667,58,67,9,4,17,0
1,13.866667,60,63,14,7,22,0
2,13.916667,52,82,18,7,14,0.06
1,13.966667,47,83,12,5,15,0.87
0,14.033333,49,75,13,3,29,0
0,14.083333,51,67,20,9,31,0.05
0,14.133333,49,76,23,14,14,0.08
0,14.183333,49,65,12,5,28,0
5,14.233333,57,60,22,7,37,0.18
2,14.283333,50,80,26,10,23,0.29
0,14.333333,50,72,18,10,17,0.13
0,14.4,51,68,15,7,24,0
1,14.45,51,72,20,11,33,0.04
0,14.5,50,74,16,9,26,0.01
0,14.55,49,78,22,13,39,0.32
4,14.6,48,70,30,18,55,0.03
1,14.633333,47,70,23,11,15,0.08
1,14.683333,44,79,12,5,16,0.1
2,14.733333,52,66,14,7,22,0
0,14.783333,54,63,17,9,30,0
2,14.833333,54,55,13,5,18,0
3,14.883333,55,41,14,4,22,0
1,14.916667,50,77,17,5,20,0.18
0,14.966667,54,74,15,7,21,0
0,15.016667,55,69,15,7,16,0
2,15.05,57,58,14,7,13,0
2,15.1,60,51,9,5,13,0
2,15.15,59,67,12,4,15,0
2,15.183333,62,63,13,5,22,0.02
1,15.233333,62,64,15,5,26,0.01
1,15.266667,57,80,20,8,39,0.14
1,15.3,57,67,30,11,32,0.26
2,15.35,50,70,24,13,18,0.21
0,15.383333,50,76,16,6,22,0.1
0,15.416667,53,73,17,7,22,0.01
0,15.45,51,74,17,9,18,0.03
0,15.483333,52,66,15,5,21,0
1,15.516667,56,77,13,4,24,0.06
0,15.55,52,87,18,5,16,0.23
0,15.583333,54,77,13,5,26,0.11
0,15.616667,52,90,20,14,21,0.45
1,15.65,50,76,16,9,14,0.06
1,15.683333,51,82,10,4,24,0.11
